"Sample Name"	"Protocol REF"	"Parameter Value[randomized preparation number]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[aliquot number]"	"Term Source REF"	"Term Accession Number"	"Comment[EI analysis notes]"	"Comment[GC analysis notes]"	"Comment[preparation notes]"	"Extract Name"	"Labeled Extract Name"	"Protocol REF"	"Parameter Value[chromatography column]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[chromatography instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[mass spectrometry instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[randomized analysis order]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[block]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Index]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[index of position]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[order]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[order old]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[ionization mode]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Factor Value[session]"	"Term Source REF"	"Term Accession Number"	"Factor Value[regimen]"	"Term Source REF"	"Term Accession Number"	"Comment[regimen]"	"Factor Value[time point]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[day]"	"Term Source REF"	"Term Accession Number"	"Factor Value[volunteer number]"	"Term Source REF"	"Term Accession Number"
"QC11"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"4"	""	""	"284"	""	""	"614"	""	""	"371"	""	""	"103"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block4_103.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
"QC11"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"4"	""	""	"364"	""	""	"698"	""	""	"360"	""	""	"92"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block4_92.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
"QC11"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"4"	""	""	"369"	""	""	"703"	""	""	"365"	""	""	"97"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block4_97.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
"QC3"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"1"	""	""	"1"	""	""	"9"	""	""	"1"	""	""	"9"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block1_09r.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
"QC3"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"1"	""	""	"2"	""	""	"15"	""	""	"2"	""	""	"10"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block1_10r.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
"QC3"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"1"	""	""	"10"	""	""	"21"	""	""	"7"	""	""	"16"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block1_16r.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
"QC3"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"2"	""	""	"93"	""	""	"209"	""	""	"93"	""	""	"9"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block2_09r.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
"QC3"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"2"	""	""	"94"	""	""	"216"	""	""	"94"	""	""	"10"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block2_10r.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
"QC3"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"2"	""	""	"103"	""	""	"222"	""	""	"99"	""	""	"16"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block2_16r.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
"QC3"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"3"	""	""	"186"	""	""	"409"	""	""	"186"	""	""	"9"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block3_09.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
"QC3"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"3"	""	""	"187"	""	""	"410"	""	""	"187"	""	""	"10"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block3_10.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
"QC3"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"3"	""	""	"196"	""	""	"422"	""	""	"192"	""	""	"16"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block3_16.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
"QC3"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"4"	""	""	"279"	""	""	"609"	""	""	"279"	""	""	"9"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block4_09.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
"QC3"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"4"	""	""	"280"	""	""	"610"	""	""	"280"	""	""	"10"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block4_10.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
"QC3"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"4"	""	""	"289"	""	""	"622"	""	""	"285"	""	""	"16"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block4_16.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
"QC4"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"1"	""	""	"15"	""	""	"26"	""	""	"12"	""	""	"21"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block1_21r.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
"QC4"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"1"	""	""	"20"	""	""	"31"	""	""	"17"	""	""	"26"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block1_26r.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
"QC4"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"2"	""	""	"108"	""	""	"227"	""	""	"104"	""	""	"21"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block2_21r.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
"QC4"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"2"	""	""	"113"	""	""	"232"	""	""	"109"	""	""	"26"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block2_26r.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
"QC4"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"3"	""	""	"201"	""	""	"427"	""	""	"197"	""	""	"21"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block3_21.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
"QC4"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"3"	""	""	"206"	""	""	"432"	""	""	"202"	""	""	"26"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block3_26.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
"QC4"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"4"	""	""	"294"	""	""	"627"	""	""	"290"	""	""	"21"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block4_21.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
"QC4"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"4"	""	""	"299"	""	""	"632"	""	""	"295"	""	""	"26"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block4_26.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
"QC5"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"1"	""	""	"24"	""	""	"36"	""	""	"21"	""	""	"31"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block1_31r.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
"QC5"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"1"	""	""	"29"	""	""	"41"	""	""	"26"	""	""	"36"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block1_36r.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
"QC5"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"2"	""	""	"118"	""	""	"238"	""	""	"114"	""	""	"32"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block2_32r.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
"QC5"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"2"	""	""	"123"	""	""	"243"	""	""	"119"	""	""	"37"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block2_37r.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
"QC5"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"3"	""	""	"211"	""	""	"438"	""	""	"207"	""	""	"32"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block3_32.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
"QC5"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"3"	""	""	"216"	""	""	"443"	""	""	"212"	""	""	"37"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block3_37.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
"QC5"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"4"	""	""	"304"	""	""	"638"	""	""	"300"	""	""	"32"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block4_32.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
"QC5"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"4"	""	""	"309"	""	""	"643"	""	""	"305"	""	""	"37"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block4_37.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
"QC6"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"1"	""	""	"34"	""	""	"46"	""	""	"31"	""	""	"41"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block1_41r.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
"QC6"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"1"	""	""	"39"	""	""	"51"	""	""	"36"	""	""	"46"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block1_46r.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
"QC6"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"2"	""	""	"128"	""	""	"248"	""	""	"124"	""	""	"42"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block2_42r.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
"QC6"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"2"	""	""	"133"	""	""	"253"	""	""	"129"	""	""	"47"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block2_47r.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
"QC6"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"3"	""	""	"221"	""	""	"448"	""	""	"217"	""	""	"42"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block3_42.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
"QC6"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"3"	""	""	"226"	""	""	"453"	""	""	"222"	""	""	"47"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block3_47.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
"QC6"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"4"	""	""	"314"	""	""	"648"	""	""	"310"	""	""	"42"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block4_42.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
"QC6"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"4"	""	""	"319"	""	""	"653"	""	""	"315"	""	""	"47"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block4_47.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
"QC7"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"1"	""	""	"44"	""	""	"56"	""	""	"41"	""	""	"51"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block1_51r.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
"QC7"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"1"	""	""	"49"	""	""	"61"	""	""	"46"	""	""	"56"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block1_56r.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
"QC7"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"2"	""	""	"138"	""	""	"258"	""	""	"134"	""	""	"52"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block2_52r.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
"QC7"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"2"	""	""	"143"	""	""	"263"	""	""	"139"	""	""	"57"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block2_57r.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
"QC7"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"3"	""	""	"231"	""	""	"458"	""	""	"227"	""	""	"52"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block3_52.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
"QC7"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"3"	""	""	"236"	""	""	"463"	""	""	"232"	""	""	"57"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block3_57.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
"QC7"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"4"	""	""	"324"	""	""	"658"	""	""	"320"	""	""	"52"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block4_52.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
"QC7"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"4"	""	""	"329"	""	""	"663"	""	""	"325"	""	""	"57"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block4_57.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
"QC8"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"1"	""	""	"54"	""	""	"66"	""	""	"51"	""	""	"61"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block1_61r.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
"QC8"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"1"	""	""	"59"	""	""	"71"	""	""	"56"	""	""	"66"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block1_66r.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
"QC8"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"2"	""	""	"148"	""	""	"268"	""	""	"144"	""	""	"62"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block2_62r.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
"QC8"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"2"	""	""	"153"	""	""	"273"	""	""	"149"	""	""	"67"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block2_67r.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
"QC8"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"3"	""	""	"241"	""	""	"468"	""	""	"237"	""	""	"62"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block3_62.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
"QC8"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"3"	""	""	"246"	""	""	"473"	""	""	"242"	""	""	"67"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block3_67.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
